blaOXA_1_1_HQ170510.R	109	DTU_2016_102_3_MG_IRN-12_2,DTU_2016_110_1_MG_KAZ-6,DTU_2016_117_1_MG_LUX-32,DTU_2016_148_1_MG_NPL-33,DTU_2016_151_1_MG_PER-35,DTU_2016_177_1_MG_TUR-46,DTU_2016_180_1_MG_TZA-15,DTU_2016_220_1_MG_USA-74i,DTU_2016_22_1_MG_BRA-53,DTU_2016_232_4_MG_ZMB-49b_3,DTU_2016_235_7_MG_ZMB-49b_6,DTU_2016_236_1_MG_Reproduce_12_1,DTU_2016_237_2_MG_Reproduce_12_3,DTU_2016_238_1_MG_Reproduce_15_1,DTU_2016_239_2_MG_Reproduce_15_3,DTU_2016_53_1_MG_CHN-64,DTU_2016_73_2_MG_ESP-75_1,DTU_2016_74_3_MG_ESP-75_2,DTU_2016_75_4_MG_ESP-75_3,DTU_2016_78_1_MG_ETH-24,DTU_2017_306_1_MG_PT_LI,DTU_2017_307_1_MG_ES_BA,DTU_2017_311_1_MG_TD_ND,DTU_2017_318_1_MG_HK_HK,DTU_2017_340_1_MG_AL_TI,DTU_2017_365_1_MG_TZ_MO,DTU_2017_366_1_MG_PY_SL,DTU_2017_381_1_MG_IL_BE,DTU_2017_385_1_MG_MT_MS,DTU_2017_386_1_MG_MT_MN,DTU_2017_393_1_MG_TG_LO,DTU_2017_406_1_MG_MW_MZ,DTU_2017_421_1_MG_NI_MT,DTU_2017_424_1_MG_TZ_MS,DTU_2017_430_1_MG_GE_KU,DTU_2017_436_1_MG_GR_TH,DTU_2017_447_1_MG_UG_KA,DTU_2017_458_1_MG_GT_GU,DTU_2017_460_1_MG_KE_NA,DTU_2017_461_1_MG_KZ_AL,DTU_2017_463_1_MG_MK_SK,DTU_2017_466_1_MG_MA_CA,DTU_2017_472_1_MG_IR_SH,DTU_2017_487_1_MG_CN_GU_183,DTU_2017_494_1_MG_PT_LI_190,DTU_2017_514_1_MG_TZ_MW_210,DTU_2017_521_1_MG_KR_DA_217,DTU_2017_527_1_MG_ES_BA_223,DTU_2017_529_1_MG_GR_TH_225,DTU_2017_530_1_MG_HK_HK_226,DTU_2017_531_1_MG_UG_KA_227,DTU_2017_543_1_MG_TW_TA_239,DTU_2017_548_1_MG_IN_MP_244,DTU_2017_559_1_MG_PL_PL_255,DTU_2017_560_1_MG_NG_LA_256,DTU_2017_561_1_MG_MU_PL_257,DTU_2017_562_1_MG_BE_BR_258,DTU_2017_568_1_MG_EE_TL_264,DTU_2017_571_1_MG_EE_NA_267,DTU_2017_573_1_MG_IR_SH_269,DTU_2017_574_1_MG_LU_LU_270,DTU_2017_576_1_MG_KR_GW_272,DTU_2017_592_1_MG_NP_BH_288,DTU_2017_601_1_MG_IL_BE_297,DTU_2017_606_1_MG_GH_KU_302,DTU_2017_620_1_MG_TZ_MS_316,DTU_2017_969_1_MG_CN1707_L12,DTU_2017_970_1_MG_CN1708_L13,DTU_2017_971_1_MG_CN1709_L14,DTU_2017_972_1_MG_CN1710_L15,DTU_2018_1035_1_MG_CN1805_L86,DTU_2018_1064_1_MG_TZ_MO_2,DTU_2018_1065_1_MG_TZ_MO_3,DTU_2018_1067_1_MG_TZ_MO_5,DTU_2018_1068_1_MG_TZ_MO_6,DTU_2018_1069_1_MG_TZ_MO_7,DTU_2018_1070_1_MG_TZ_MO_8,DTU_2018_654_1_MG_ES_BA_342,DTU_2018_669_1_MG_PT_LI_357,DTU_2018_676_1_MG_TR_HA_364,DTU_2018_680_1_MG_KR_DA_368,DTU_2018_681_1_MG_TZ_MO_369,DTU_2018_693_1_MG_KR_GW_382,DTU_2018_696_1_MG_GR_TH_385,DTU_2018_705_1_MG_CN_YA_393,DTU_2018_706_1_MG_CH_BR_394,DTU_2018_716_1_MG_EC_QU_413,DTU_2018_723_1_MG_UG_KA_420,DTU_2018_744_1_MG_IL_BE_441,DTU_2018_750_1_MG_KE_NA_447,DTU_2018_775_1_MG_PK_KA_472,DTU_2018_785_1_MG_TZ_MS_482,DTU_2018_805_1_MG_IL_BE_489,DTU_2018_826_1_MG_PT_LI_510,DTU_2018_836_1_MG_TR_HA_520,DTU_2018_837_1_MG_BR_RJ_521,DTU_2018_839_1_MG_TZ_MO_523,DTU_2018_840_1_MG_TZ_MW_524,DTU_2018_856_1_MG_UG_KA_540,DTU_2018_864_1_MG_CN_NA_548,DTU_2018_865_1_MG_KR_GW_549,DTU_2018_868_1_MG_CH_SU_552,DTU_2018_869_1_MG_PK_FA_553,DTU_2018_887_1_MG_GR_TH_574,DTU_2018_893_1_MG_SK_BR_580,DTU_2018_907_1_MG_NP_KA_592,DTU_2018_936_1_MG_CO_BU_2_618,DTU_2018_937_1_MG_CO_BU_3_619,DTU_2018_942_1_MG_CO_BU_8_624
blaOXA_4_1_AY162283.R	74	DTU_2016_109_1_MG_ITA-30,DTU_2016_110_1_MG_KAZ-6,DTU_2016_220_1_MG_USA-74i,DTU_2016_226_1_MG_ZMB-49,DTU_2016_228_3_MG_ZMB-49_2,DTU_2016_229_1_MG_ZMB-49b,DTU_2016_22_1_MG_BRA-53,DTU_2016_230_2_MG_ZMB-49b_1,DTU_2016_232_4_MG_ZMB-49b_3,DTU_2016_235_7_MG_ZMB-49b_6,DTU_2016_67_1_MG_DNK-71_RA,DTU_2016_73_2_MG_ESP-75_1,DTU_2016_74_3_MG_ESP-75_2,DTU_2016_75_4_MG_ESP-75_3,DTU_2016_78_1_MG_ETH-24,DTU_2016_86_1_MG_GHA-4,DTU_2016_88_1_MG_HRV-68,DTU_2017_307_1_MG_ES_BA,DTU_2017_309_1_MG_GB_FA,DTU_2017_340_1_MG_AL_TI,DTU_2017_348_1_MG_SI_LJ,DTU_2017_350_1_MG_IT_VE,DTU_2017_351_1_MG_IT_CA,DTU_2017_352_1_MG_IT_NO,DTU_2017_386_1_MG_MT_MN,DTU_2017_401_1_MG_PE_PI,DTU_2017_408_1_MG_MW_BL,DTU_2017_421_1_MG_NI_MT,DTU_2017_435_1_MG_KR_GW,DTU_2017_466_1_MG_MA_CA,DTU_2017_489_1_MG_IT_NO_185,DTU_2017_490_1_MG_IT_VE_186,DTU_2017_496_1_MG_HR_ZA_192,DTU_2017_499_1_MG_CH_BR_195,DTU_2017_502_1_MG_BE_GE_198,DTU_2017_504_1_MG_BE_AN_200,DTU_2017_505_1_MG_BE_DE_201,DTU_2017_521_1_MG_KR_DA_217,DTU_2017_527_1_MG_ES_BA_223,DTU_2017_557_1_MG_IT_RO_253,DTU_2017_560_1_MG_NG_LA_256,DTU_2017_575_1_MG_PT_PO_271,DTU_2017_600_1_MG_MA_CA_296,DTU_2017_607_1_MG_GB_NC_303,DTU_2018_1030_1_MG_EC1804_L81,DTU_2018_1066_1_MG_TZ_MO_4,DTU_2018_1068_1_MG_TZ_MO_6,DTU_2018_1070_1_MG_TZ_MO_8,DTU_2018_650_1_MG_SE_GO_338,DTU_2018_655_1_MG_BE_OS_343,DTU_2018_669_1_MG_PT_LI_357,DTU_2018_672_1_MG_IT_NO_360,DTU_2018_673_1_MG_IT_VE_361,DTU_2018_674_1_MG_IT_CA_362,DTU_2018_675_1_MG_SI_LJ_363,DTU_2018_682_1_MG_TZ_MW_370,DTU_2018_693_1_MG_KR_GW_382,DTU_2018_703_1_MG_IT_RO_391,DTU_2018_710_1_MG_MA_CA_398,DTU_2018_716_1_MG_EC_QU_413,DTU_2018_782_1_MG_SN_DA_479,DTU_2018_807_1_MG_FR_SA_491,DTU_2018_814_1_MG_HR_ZA_498,DTU_2018_815_1_MG_ES_BA_499,DTU_2018_827_1_MG_SA_KA_511,DTU_2018_849_1_MG_BE_DE_533,DTU_2018_850_1_MG_BE_GH_534,DTU_2018_859_1_MG_MU_GB_543,DTU_2018_860_1_MG_IT_NO_544,DTU_2018_862_1_MG_IT_VE_546,DTU_2018_865_1_MG_KR_GW_549,DTU_2018_871_1_MG_CH_BR_555,DTU_2018_884_1_MG_CL_SA_571,DTU_2018_929_1_MG_TG_LO_612
blaOXA_392_1_AB901044.R	57	DTU_2016_111_1_MG_KEN-72,DTU_2016_112_2_MG_KEN-72_1,DTU_2016_115_1_MG_KHM-21,DTU_2016_117_1_MG_LUX-32,DTU_2016_132_1_MG_MYS-54,DTU_2016_150_1_MG_PAK-7,DTU_2016_238_1_MG_Reproduce_15_1,DTU_2016_246_1_MG_Reproduce_53a_1,DTU_2016_247_2_MG_Reproduce_53a_3,DTU_2016_248_1_MG_Reproduce_54_1,DTU_2016_249_2_MG_Reproduce_54_3,DTU_2016_25_1_MG_BRA-53a,DTU_2016_26_2_MG_BRA-53a_1,DTU_2016_27_3_MG_BRA-53a_2,DTU_2016_78_1_MG_ETH-24,DTU_2017_315_1_MG_MY_KL,DTU_2017_316_1_MG_MY_KG,DTU_2017_323_1_MG_MY_AS,DTU_2017_412_2_MG_NG_IL_b,DTU_2017_429_1_MG_TH_PA,DTU_2017_433_1_MG_LU_LU,DTU_2017_454_1_MG_SG_JU,DTU_2017_457_1_MG_KH_PP,DTU_2017_469_1_MG_LK_BO,DTU_2017_495_1_MG_KH_PP_191,DTU_2017_504_1_MG_BE_AN_200,DTU_2017_522_1_MG_CI_AB_218,DTU_2017_534_1_MG_MY_KL_230,DTU_2017_535_1_MG_MY_KG_231,DTU_2017_536_1_MG_MY_IP_232,DTU_2017_549_1_MG_TH_PA_245,DTU_2017_554_1_MG_IE_GA_250,DTU_2017_570_1_MG_EE_PA_266,DTU_2017_574_1_MG_LU_LU_270,DTU_2017_619_1_MG_MY_PB_315,DTU_2017_635_1_MG_VN_HO_331,DTU_2017_971_1_MG_CN1709_L14,DTU_2017_978_1_MG_CM1712_L23,DTU_2017_984_1_MG_US1710_L29,DTU_2018_1014_1_MG_MY1805_L63,DTU_2018_653_1_MG_KH_PP_341,DTU_2018_655_1_MG_BE_OS_343,DTU_2018_661_1_MG_MY_KL_349,DTU_2018_705_1_MG_CN_YA_393,DTU_2018_718_1_MG_CI_YA_415,DTU_2018_725_1_MG_MY_PB_422,DTU_2018_729_1_MG_MY_IH_426,DTU_2018_733_1_MG_LV_LI_430,DTU_2018_750_1_MG_KE_NA_447,DTU_2018_774_1_MG_TH_PA_471,DTU_2018_781_1_MG_VN_HO_478,DTU_2018_846_1_MG_BE_OS_530,DTU_2018_847_1_MG_BE_LE_531,DTU_2018_854_1_MG_KH_PP_538,DTU_2018_868_1_MG_CH_SU_552,DTU_2018_926_1_MG_MY_PB_609,DTU_2018_928_1_MG_MY_SU_611
blaOXA_4_1_AY162283.v1	2	DTU_2016_151_1_MG_PER-35,DTU_2017_550_1_MG_BB_BR_246
blaOXA_392_1_AB901044.v4	2	DTU_2018_1039_1_MG_CM1804_L96,DTU_2018_796_1_MG_GH_AC_2_566
blaOXA_392_1_AB901044.v1	2	DTU_2017_381_1_MG_IL_BE,DTU_2018_744_1_MG_IL_BE_441
blaOXA_4_1_AY162283.v2	1	DTU_2017_598_1_MG_CL_SA_294
blaOXA_392_1_AB901044.v5	1	DTU_2018_907_1_MG_NP_KA_592
blaOXA_392_1_AB901044.v3	1	DTU_2017_448_1_MG_IN_MP
blaOXA_392_1_AB901044.v2	1	DTU_2017_427_1_MG_EE_PR
