blaOXA_333_1_KF203107.R	286	DTU_2016_100_1_MG_IRN-12,DTU_2016_101_2_MG_IRN-12_1,DTU_2016_102_3_MG_IRN-12_2,DTU_2016_103_1_MG_ISL-28,DTU_2016_105_3_MG_ISL-28_2,DTU_2016_109_1_MG_ITA-30,DTU_2016_110_1_MG_KAZ-6,DTU_2016_117_1_MG_LUX-32,DTU_2016_11_3_MG_AUS-18a_2,DTU_2016_122_1_MG_MDA-65,DTU_2016_123_2_MG_MDA-65_1,DTU_2016_124_3_MG_MDA-65_2,DTU_2016_125_1_MG_MKD-62,DTU_2016_126_2_MG_MKD-62_1,DTU_2016_128_4_MG_MKD-62_3,DTU_2016_129_1_MG_MLT-63,DTU_2016_130_2_MG_MLT-63_1,DTU_2016_131_3_MG_MLT-63_2,DTU_2016_145_1_MG_NOR-34,DTU_2016_146_2_MG_NOR-34_1,DTU_2016_147_3_MG_NOR-34_2,DTU_2016_149_1_MG_NZL-56,DTU_2016_14_1_MG_AUT-70,DTU_2016_155_1_MG_SEN-8,DTU_2016_159_1_MG_SRB-37,DTU_2016_15_2_MG_AUT-70_1,DTU_2016_160_2_MG_SRB-37_1,DTU_2016_161_3_MG_SRB-37_2,DTU_2016_162_1_MG_SVK-9,DTU_2016_164_1_MG_SVN-38,DTU_2016_167_1_MG_SWE-41,DTU_2016_168_1_MG_SWE-41a,DTU_2016_169_2_MG_SWE-41a_1,DTU_2016_177_1_MG_TUR-46,DTU_2016_178_2_MG_TUR-46_1,DTU_2016_179_3_MG_TUR-46_2,DTU_2016_17_4_MG_AUT-70_3,DTU_2016_182_1_MG_USA-74a,DTU_2016_18_1_MG_BGR-66,DTU_2016_19_2_MG_BGR-66_1,DTU_2016_1_1_MG_ALB-17,DTU_2016_20_3_MG_BGR-66_2,DTU_2016_21_4_MG_BGR-66_3,DTU_2016_220_1_MG_USA-74i,DTU_2016_222_1_MG_XK-60,DTU_2016_236_1_MG_Reproduce_12_1,DTU_2016_237_2_MG_Reproduce_12_3,DTU_2016_240_1_MG_Reproduce_18a_1,DTU_2016_243_2_MG_Reproduce_22_3,DTU_2016_245_2_MG_Reproduce_27_3,DTU_2016_2_2_MG_ALB-17_1,DTU_2016_3_3_MG_ALB-17_2,DTU_2016_41_2_MG_CAN-22b_1,DTU_2016_44_5_MG_CAN-22b_4,DTU_2016_4_1_MG_AUS-18,DTU_2016_58_1_MG_CZE-23,DTU_2016_59_2_MG_CZE-23_1,DTU_2016_5_2_MG_AUS-18_1,DTU_2016_60_3_MG_CZE-23_2,DTU_2016_66_1_MG_DNK_71_RL,DTU_2016_68_1_MG_DNK-71_RD,DTU_2016_69_1_MG_ECU-14,DTU_2016_72_1_MG_ESP-75,DTU_2016_73_2_MG_ESP-75_1,DTU_2016_75_4_MG_ESP-75_3,DTU_2016_78_1_MG_ETH-24,DTU_2016_82_1_MG_GEO-59,DTU_2016_83_2_MG_GEO-59_1,DTU_2016_84_3_MG_GEO-59_2,DTU_2016_85_4_MG_GEO-59_3,DTU_2016_88_1_MG_HRV-68,DTU_2016_8_5_MG_AUS-18_4,DTU_2016_97_1_MG_IRL-69,DTU_2016_98_2_MG_IRL-69_1,DTU_2016_99_3_MG_IRL-69_2,DTU_2017_1005_1_MG_US1712_L54,DTU_2017_306_1_MG_PT_LI,DTU_2017_307_1_MG_ES_BA,DTU_2017_308_1_MG_GR_AT,DTU_2017_310_1_MG_GB_CA,DTU_2017_331_1_MG_UY_MV,DTU_2017_339_1_MG_DE_DR,DTU_2017_340_1_MG_AL_TI,DTU_2017_347_1_MG_CH_BR,DTU_2017_348_1_MG_SI_LJ,DTU_2017_350_1_MG_IT_VE,DTU_2017_351_1_MG_IT_CA,DTU_2017_352_1_MG_IT_NO,DTU_2017_353_1_MG_IE_GA,DTU_2017_354_1_MG_AT_VI,DTU_2017_356_1_MG_ME_PO,DTU_2017_357_1_MG_ET_AD,DTU_2017_358_1_MG_RS_BE,DTU_2017_361_1_MG_FI_HE,DTU_2017_362_1_MG_CZ_PR,DTU_2017_363_1_MG_CZ_BR,DTU_2017_375_1_MG_SK_BR,DTU_2017_377_1_MG_LV_RI,DTU_2017_382_1_MG_BA_BL,DTU_2017_398_1_MG_US_SE,DTU_2017_400_1_MG_EC_QU,DTU_2017_403_1_MG_EC_CU,DTU_2017_428_1_MG_EE_NA,DTU_2017_431_1_MG_HR_ZA,DTU_2017_433_1_MG_LU_LU,DTU_2017_434_1_MG_IT_RO,DTU_2017_438_1_MG_PT_PO,DTU_2017_439_1_MG_GB_ED,DTU_2017_441_1_MG_CA_VA,DTU_2017_442_1_MG_CA_CA,DTU_2017_444_1_MG_BG_SO,DTU_2017_445_1_MG_GB_NC,DTU_2017_449_1_MG_NO_OS,DTU_2017_456_1_MG_NP_KA,DTU_2017_459_1_MG_LT_VI,DTU_2017_461_1_MG_KZ_AL,DTU_2017_463_1_MG_MK_SK,DTU_2017_472_1_MG_IR_SH,DTU_2017_489_1_MG_IT_NO_185,DTU_2017_490_1_MG_IT_VE_186,DTU_2017_493_1_MG_AT_VI_189,DTU_2017_494_1_MG_PT_LI_190,DTU_2017_496_1_MG_HR_ZA_192,DTU_2017_497_1_MG_GR_AT_193,DTU_2017_499_1_MG_CH_BR_195,DTU_2017_502_1_MG_BE_GE_198,DTU_2017_505_1_MG_BE_DE_201,DTU_2017_506_1_MG_FR_NA_202,DTU_2017_508_1_MG_ME_PO_204,DTU_2017_509_1_MG_CZ_PR_205,DTU_2017_510_1_MG_CZ_BR_206,DTU_2017_512_1_MG_ZA_PR_208,DTU_2017_513_1_MG_BA_BL_209,DTU_2017_527_1_MG_ES_BA_223,DTU_2017_528_1_MG_SK_BR_224,DTU_2017_529_1_MG_GR_TH_225,DTU_2017_532_1_MG_IS_RE_228,DTU_2017_533_1_MG_NO_OS_229,DTU_2017_537_1_MG_AL_TI_233,DTU_2017_539_1_MG_HU_BU_235,DTU_2017_540_1_MG_DE_DR_236,DTU_2017_545_1_MG_GB_CA_241,DTU_2017_546_1_MG_GB_FA_242,DTU_2017_554_1_MG_IE_GA_250,DTU_2017_557_1_MG_IT_RO_253,DTU_2017_558_1_MG_AU_ME_254,DTU_2017_562_1_MG_BE_BR_258,DTU_2017_571_1_MG_EE_NA_267,DTU_2017_572_1_MG_SE_UP_268,DTU_2017_573_1_MG_IR_SH_269,DTU_2017_574_1_MG_LU_LU_270,DTU_2017_575_1_MG_PT_PO_271,DTU_2017_576_1_MG_KR_GW_272,DTU_2017_593_1_MG_US_CH_289,DTU_2017_596_1_MG_GB_EB_292,DTU_2017_598_1_MG_CL_SA_294,DTU_2017_599_1_MG_CL_PA_295,DTU_2017_604_1_MG_CA_CA_300,DTU_2017_605_1_MG_CA_VA_301,DTU_2017_609_1_MG_FI_TU_305,DTU_2017_610_1_MG_FI_HE_306,DTU_2017_611_1_MG_US_SE_307,DTU_2017_625_1_MG_ET_AD_321,DTU_2017_627_1_MG_EC_QU_323,DTU_2017_632_1_MG_DK_MA_328,DTU_2017_633_1_MG_DK_AV_329,DTU_2017_636_1_MG_RS_BE_332,DTU_2017_959_1_MG_AU1707_L1,DTU_2017_963_1_MG_GR1707_L5,DTU_2017_964_1_MG_GR1709_L6,DTU_2017_975_1_MG_AU1709_L20,DTU_2017_983_1_MG_US1709_L28,DTU_2017_991_1_MG_CA1708_L36,DTU_2017_994_1_MG_EC1712_L39,DTU_2018_1006_1_MG_US1801_L55,DTU_2018_1007_1_MG_US1802_L56,DTU_2018_1008_1_MG_US1803_L57,DTU_2018_1009_1_MG_AU1803_L58,DTU_2018_1011_1_MG_AU1805_L60,DTU_2018_1017_1_MG_US1807_L68,DTU_2018_1018_1_MG_US1808_L69,DTU_2018_1024_1_MG_CA1804_L75,DTU_2018_1029_1_MG_EC1803_L80,DTU_2018_1030_1_MG_EC1804_L81,DTU_2018_1031_1_MG_EC1805_L82,DTU_2018_1032_1_MG_EC1807_L83,DTU_2018_1033_1_MG_EC1808_L84,DTU_2018_646_1_MG_SG_JU_334,DTU_2018_647_1_MG_DK_AV_335,DTU_2018_648_1_MG_DK_VA_336,DTU_2018_649_1_MG_DK_AM_337,DTU_2018_650_1_MG_SE_GO_338,DTU_2018_651_1_MG_SE_UP_339,DTU_2018_652_1_MG_GR_AT_340,DTU_2018_658_1_MG_CZ_PR_346,DTU_2018_660_1_MG_DE_DR_348,DTU_2018_663_1_MG_FR_NA_351,DTU_2018_666_1_MG_AT_VI_354,DTU_2018_667_1_MG_BA_BL_355,DTU_2018_669_1_MG_PT_LI_357,DTU_2018_672_1_MG_IT_NO_360,DTU_2018_673_1_MG_IT_VE_361,DTU_2018_674_1_MG_IT_CA_362,DTU_2018_675_1_MG_SI_LJ_363,DTU_2018_677_1_MG_HR_ZA_365,DTU_2018_680_1_MG_KR_DA_368,DTU_2018_684_1_MG_GB_FA_372,DTU_2018_685_1_MG_GB_CA_373,DTU_2018_690_1_MG_BG_SO_378,DTU_2018_692_1_MG_ME_PO_381,DTU_2018_693_1_MG_KR_GW_382,DTU_2018_694_1_MG_MU_SM_383,DTU_2018_696_1_MG_GR_TH_385,DTU_2018_697_1_MG_PT_PO_386,DTU_2018_699_1_MG_SK_BR_388,DTU_2018_703_1_MG_IT_RO_391,DTU_2018_706_1_MG_CH_BR_394,DTU_2018_707_1_MG_CA_CA_395,DTU_2018_708_1_MG_CA_RE_396,DTU_2018_711_1_MG_BR_BH_408,DTU_2018_716_1_MG_EC_QU_413,DTU_2018_721_1_MG_CA_VA_418,DTU_2018_731_1_MG_NZ_CH_428,DTU_2018_732_1_MG_LV_RI_429,DTU_2018_734_1_MG_GB_EB_431,DTU_2018_739_1_MG_FI_TU_436,DTU_2018_740_1_MG_FI_HE_437,DTU_2018_742_1_MG_NO_OS_439,DTU_2018_743_1_MG_GL_SI_440,DTU_2018_750_1_MG_KE_NA_447,DTU_2018_751_1_MG_US_SE_448,DTU_2018_752_1_MG_US_SE_2_449,DTU_2018_755_1_MG_MK_SK_452,DTU_2018_756_1_MG_MK_SK_453,DTU_2018_757_1_MG_AU_ME_454,DTU_2018_778_1_MG_US_AT_475,DTU_2018_784_1_MG_NZ_DU_481,DTU_2018_799_1_MG_AT_VI_483,DTU_2018_800_1_MG_ZA_PR_484,DTU_2018_801_1_MG_SE_GO_485,DTU_2018_803_1_MG_LV_RI_487,DTU_2018_806_1_MG_FR_NA_490,DTU_2018_807_1_MG_FR_SA_491,DTU_2018_808_1_MG_GB_FA_492,DTU_2018_811_1_MG_HU_BU_495,DTU_2018_814_1_MG_HR_ZA_498,DTU_2018_818_1_MG_DE_DR_502,DTU_2018_819_1_MG_CZ_PR_503,DTU_2018_820_1_MG_CZ_BR_504,DTU_2018_821_1_MG_IS_RE_505,DTU_2018_822_1_MG_US_CO_506,DTU_2018_825_1_MG_GR_AT_509,DTU_2018_826_1_MG_PT_LI_510,DTU_2018_828_1_MG_SI_LJ_512,DTU_2018_836_1_MG_TR_HA_520,DTU_2018_853_1_MG_UY_MO_537,DTU_2018_860_1_MG_IT_NO_544,DTU_2018_862_1_MG_IT_VE_546,DTU_2018_863_1_MG_IT_CA_547,DTU_2018_865_1_MG_KR_GW_549,DTU_2018_870_1_MG_BO_LP_554,DTU_2018_871_1_MG_CH_BR_555,DTU_2018_872_1_MG_GB_EB_556,DTU_2018_873_1_MG_US_CH_557,DTU_2018_880_1_MG_DE_BE_565,DTU_2018_887_1_MG_GR_TH_574,DTU_2018_893_1_MG_SK_BR_580,DTU_2018_894_1_MG_ES_SA_581,DTU_2018_895_1_MG_PT_PO_582,DTU_2018_896_1_MG_IT_RO_583,DTU_2018_901_2_MG_FI_HE_586_re_1,DTU_2018_902_1_MG_CA_CA_587,DTU_2018_904_1_MG_CA_VA_589,DTU_2018_905_1_MG_CA_OT_590,DTU_2018_907_1_MG_NP_KA_592,DTU_2018_909_1_MG_AR_BA_594,DTU_2018_910_1_MG_ME_PO_595,DTU_2018_913_1_MG_RS_BE_598,DTU_2018_914_1_MG_RS_BE_2_599,DTU_2018_915_1_MG_NZ_CH_600,DTU_2018_916_1_MG_DK_AV_601,DTU_2018_919_2_MG_DK_AM_603_re_1,DTU_2018_936_1_MG_CO_BU_2_618,DTU_2018_937_1_MG_CO_BU_3_619,DTU_2018_995_1_MG_EC1801_L40,DTU_2018_996_1_MG_EC1802_L41
blaOXA_211_1_JN861779.R	161	DTU_2016_102_3_MG_IRN-12_2,DTU_2016_105_3_MG_ISL-28_2,DTU_2016_109_1_MG_ITA-30,DTU_2016_110_1_MG_KAZ-6,DTU_2016_117_1_MG_LUX-32,DTU_2016_122_1_MG_MDA-65,DTU_2016_123_2_MG_MDA-65_1,DTU_2016_124_3_MG_MDA-65_2,DTU_2016_125_1_MG_MKD-62,DTU_2016_126_2_MG_MKD-62_1,DTU_2016_129_1_MG_MLT-63,DTU_2016_130_2_MG_MLT-63_1,DTU_2016_131_3_MG_MLT-63_2,DTU_2016_145_1_MG_NOR-34,DTU_2016_155_1_MG_SEN-8,DTU_2016_159_1_MG_SRB-37,DTU_2016_161_3_MG_SRB-37_2,DTU_2016_167_1_MG_SWE-41,DTU_2016_168_1_MG_SWE-41a,DTU_2016_177_1_MG_TUR-46,DTU_2016_18_1_MG_BGR-66,DTU_2016_19_2_MG_BGR-66_1,DTU_2016_1_1_MG_ALB-17,DTU_2016_219_1_MG_USA-74h,DTU_2016_21_4_MG_BGR-66_3,DTU_2016_221_1_MG_VNM-48,DTU_2016_222_1_MG_XK-60,DTU_2016_236_1_MG_Reproduce_12_1,DTU_2016_243_2_MG_Reproduce_22_3,DTU_2016_2_2_MG_ALB-17_1,DTU_2016_3_3_MG_ALB-17_2,DTU_2016_44_5_MG_CAN-22b_4,DTU_2016_45_1_MG_CAN-22c,DTU_2016_4_1_MG_AUS-18,DTU_2016_58_1_MG_CZE-23,DTU_2016_5_2_MG_AUS-18_1,DTU_2016_60_3_MG_CZE-23_2,DTU_2016_68_1_MG_DNK-71_RD,DTU_2016_69_1_MG_ECU-14,DTU_2016_6_3_MG_AUS-18_2,DTU_2016_78_1_MG_ETH-24,DTU_2016_82_1_MG_GEO-59,DTU_2016_83_2_MG_GEO-59_1,DTU_2016_84_3_MG_GEO-59_2,DTU_2016_8_5_MG_AUS-18_4,DTU_2016_97_1_MG_IRL-69,DTU_2016_98_2_MG_IRL-69_1,DTU_2016_99_3_MG_IRL-69_2,DTU_2017_306_1_MG_PT_LI,DTU_2017_307_1_MG_ES_BA,DTU_2017_308_1_MG_GR_AT,DTU_2017_312_1_MG_CI_AB,DTU_2017_321_1_MG_US_PO,DTU_2017_331_1_MG_UY_MV,DTU_2017_340_1_MG_AL_TI,DTU_2017_350_1_MG_IT_VE,DTU_2017_351_1_MG_IT_CA,DTU_2017_352_1_MG_IT_NO,DTU_2017_353_1_MG_IE_GA,DTU_2017_358_1_MG_RS_BE,DTU_2017_362_1_MG_CZ_PR,DTU_2017_363_1_MG_CZ_BR,DTU_2017_375_1_MG_SK_BR,DTU_2017_392_1_MG_IN_CO,DTU_2017_400_1_MG_EC_QU,DTU_2017_402_1_MG_EC_GY,DTU_2017_406_1_MG_MW_MZ,DTU_2017_431_1_MG_HR_ZA,DTU_2017_434_1_MG_IT_RO,DTU_2017_441_1_MG_CA_VA,DTU_2017_442_1_MG_CA_CA,DTU_2017_444_1_MG_BG_SO,DTU_2017_445_1_MG_GB_NC,DTU_2017_458_1_MG_GT_GU,DTU_2017_459_1_MG_LT_VI,DTU_2017_461_1_MG_KZ_AL,DTU_2017_472_1_MG_IR_SH,DTU_2017_492_1_MG_SE_GO_188,DTU_2017_493_1_MG_AT_VI_189,DTU_2017_497_1_MG_GR_AT_193,DTU_2017_499_1_MG_CH_BR_195,DTU_2017_509_1_MG_CZ_PR_205,DTU_2017_510_1_MG_CZ_BR_206,DTU_2017_528_1_MG_SK_BR_224,DTU_2017_529_1_MG_GR_TH_225,DTU_2017_539_1_MG_HU_BU_235,DTU_2017_557_1_MG_IT_RO_253,DTU_2017_572_1_MG_SE_UP_268,DTU_2017_574_1_MG_LU_LU_270,DTU_2017_575_1_MG_PT_PO_271,DTU_2017_579_1_MG_CO_MO_275,DTU_2017_596_1_MG_GB_EB_292,DTU_2017_599_1_MG_CL_PA_295,DTU_2017_610_1_MG_FI_HE_306,DTU_2017_625_1_MG_ET_AD_321,DTU_2017_627_1_MG_EC_QU_323,DTU_2017_963_1_MG_GR1707_L5,DTU_2017_964_1_MG_GR1709_L6,DTU_2017_994_1_MG_EC1712_L39,DTU_2018_1009_1_MG_AU1803_L58,DTU_2018_1010_1_MG_AU1804_L59,DTU_2018_1011_1_MG_AU1805_L60,DTU_2018_1029_1_MG_EC1803_L80,DTU_2018_1030_1_MG_EC1804_L81,DTU_2018_1031_1_MG_EC1805_L82,DTU_2018_1032_1_MG_EC1807_L83,DTU_2018_1033_1_MG_EC1808_L84,DTU_2018_646_1_MG_SG_JU_334,DTU_2018_648_1_MG_DK_VA_336,DTU_2018_652_1_MG_GR_AT_340,DTU_2018_658_1_MG_CZ_PR_346,DTU_2018_663_1_MG_FR_NA_351,DTU_2018_666_1_MG_AT_VI_354,DTU_2018_667_1_MG_BA_BL_355,DTU_2018_669_1_MG_PT_LI_357,DTU_2018_671_1_MG_HU_BU_359,DTU_2018_673_1_MG_IT_VE_361,DTU_2018_674_1_MG_IT_CA_362,DTU_2018_677_1_MG_HR_ZA_365,DTU_2018_692_1_MG_ME_PO_381,DTU_2018_693_1_MG_KR_GW_382,DTU_2018_694_1_MG_MU_SM_383,DTU_2018_695_1_MG_MU_GB_384,DTU_2018_696_1_MG_GR_TH_385,DTU_2018_697_1_MG_PT_PO_386,DTU_2018_699_1_MG_SK_BR_388,DTU_2018_706_1_MG_CH_BR_394,DTU_2018_707_1_MG_CA_CA_395,DTU_2018_711_1_MG_BR_BH_408,DTU_2018_716_1_MG_EC_QU_413,DTU_2018_731_1_MG_NZ_CH_428,DTU_2018_734_1_MG_GB_EB_431,DTU_2018_742_1_MG_NO_OS_439,DTU_2018_743_1_MG_GL_SI_440,DTU_2018_757_1_MG_AU_ME_454,DTU_2018_807_1_MG_FR_SA_491,DTU_2018_808_1_MG_GB_FA_492,DTU_2018_813_1_MG_MG_AN_497,DTU_2018_814_1_MG_HR_ZA_498,DTU_2018_819_1_MG_CZ_PR_503,DTU_2018_820_1_MG_CZ_BR_504,DTU_2018_821_1_MG_IS_RE_505,DTU_2018_825_1_MG_GR_AT_509,DTU_2018_836_1_MG_TR_HA_520,DTU_2018_853_1_MG_UY_MO_537,DTU_2018_862_1_MG_IT_VE_546,DTU_2018_872_1_MG_GB_EB_556,DTU_2018_887_1_MG_GR_TH_574,DTU_2018_893_1_MG_SK_BR_580,DTU_2018_894_1_MG_ES_SA_581,DTU_2018_896_1_MG_IT_RO_583,DTU_2018_905_1_MG_CA_OT_590,DTU_2018_906_1_MG_MZ_MA_591,DTU_2018_907_1_MG_NP_KA_592,DTU_2018_909_1_MG_AR_BA_594,DTU_2018_913_1_MG_RS_BE_598,DTU_2018_914_1_MG_RS_BE_2_599,DTU_2018_915_1_MG_NZ_CH_600,DTU_2018_916_1_MG_DK_AV_601,DTU_2018_995_1_MG_EC1801_L40,DTU_2018_996_1_MG_EC1802_L41
blaOXA_280_1_APPZ01000001.R	44	DTU_2016_122_1_MG_MDA-65,DTU_2016_123_2_MG_MDA-65_1,DTU_2016_129_1_MG_MLT-63,DTU_2016_1_1_MG_ALB-17,DTU_2016_3_3_MG_ALB-17_2,DTU_2016_58_1_MG_CZE-23,DTU_2016_69_1_MG_ECU-14,DTU_2016_82_1_MG_GEO-59,DTU_2016_83_2_MG_GEO-59_1,DTU_2016_85_4_MG_GEO-59_3,DTU_2017_331_1_MG_UY_MV,DTU_2017_353_1_MG_IE_GA,DTU_2017_363_1_MG_CZ_BR,DTU_2017_406_1_MG_MW_MZ,DTU_2017_444_1_MG_BG_SO,DTU_2017_492_1_MG_SE_GO_188,DTU_2017_497_1_MG_GR_AT_193,DTU_2017_510_1_MG_CZ_BR_206,DTU_2017_513_1_MG_BA_BL_209,DTU_2017_528_1_MG_SK_BR_224,DTU_2017_557_1_MG_IT_RO_253,DTU_2017_572_1_MG_SE_UP_268,DTU_2017_574_1_MG_LU_LU_270,DTU_2017_627_1_MG_EC_QU_323,DTU_2017_991_1_MG_CA1708_L36,DTU_2017_994_1_MG_EC1712_L39,DTU_2018_1029_1_MG_EC1803_L80,DTU_2018_1031_1_MG_EC1805_L82,DTU_2018_1032_1_MG_EC1807_L83,DTU_2018_1033_1_MG_EC1808_L84,DTU_2018_680_1_MG_KR_DA_368,DTU_2018_692_1_MG_ME_PO_381,DTU_2018_699_1_MG_SK_BR_388,DTU_2018_716_1_MG_EC_QU_413,DTU_2018_742_1_MG_NO_OS_439,DTU_2018_818_1_MG_DE_DR_502,DTU_2018_820_1_MG_CZ_BR_504,DTU_2018_853_1_MG_UY_MO_537,DTU_2018_893_1_MG_SK_BR_580,DTU_2018_907_1_MG_NP_KA_592,DTU_2018_909_1_MG_AR_BA_594,DTU_2018_913_1_MG_RS_BE_598,DTU_2018_995_1_MG_EC1801_L40,DTU_2018_996_1_MG_EC1802_L41
blaOXA_334_1_KF203108.R	33	DTU_2016_110_1_MG_KAZ-6,DTU_2016_122_1_MG_MDA-65,DTU_2016_123_2_MG_MDA-65_1,DTU_2016_130_2_MG_MLT-63_1,DTU_2016_155_1_MG_SEN-8,DTU_2016_1_1_MG_ALB-17,DTU_2016_221_1_MG_VNM-48,DTU_2016_69_1_MG_ECU-14,DTU_2016_78_1_MG_ETH-24,DTU_2016_82_1_MG_GEO-59,DTU_2016_83_2_MG_GEO-59_1,DTU_2016_84_3_MG_GEO-59_2,DTU_2016_85_4_MG_GEO-59_3,DTU_2017_331_1_MG_UY_MV,DTU_2017_402_1_MG_EC_GY,DTU_2017_430_1_MG_GE_KU,DTU_2017_472_1_MG_IR_SH,DTU_2017_528_1_MG_SK_BR_224,DTU_2017_627_1_MG_EC_QU_323,DTU_2017_628_1_MG_MZ_MA_324,DTU_2018_1010_1_MG_AU1804_L59,DTU_2018_1011_1_MG_AU1805_L60,DTU_2018_1030_1_MG_EC1804_L81,DTU_2018_1032_1_MG_EC1807_L83,DTU_2018_1033_1_MG_EC1808_L84,DTU_2018_680_1_MG_KR_DA_368,DTU_2018_692_1_MG_ME_PO_381,DTU_2018_695_1_MG_MU_GB_384,DTU_2018_731_1_MG_NZ_CH_428,DTU_2018_762_1_MG_PY_SL_459,DTU_2018_869_1_MG_PK_FA_553,DTU_2018_906_1_MG_MZ_MA_591,DTU_2018_909_1_MG_AR_BA_594
blaOXA_281_1_APON01000041.R	13	DTU_2016_82_1_MG_GEO-59,DTU_2017_353_1_MG_IE_GA,DTU_2017_627_1_MG_EC_QU_323,DTU_2017_994_1_MG_EC1712_L39,DTU_2018_1029_1_MG_EC1803_L80,DTU_2018_1030_1_MG_EC1804_L81,DTU_2018_1031_1_MG_EC1805_L82,DTU_2018_1032_1_MG_EC1807_L83,DTU_2018_1033_1_MG_EC1808_L84,DTU_2018_692_1_MG_ME_PO_381,DTU_2018_716_1_MG_EC_QU_413,DTU_2018_995_1_MG_EC1801_L40,DTU_2018_996_1_MG_EC1802_L41
blaOXA_334_1_KF203108.v1	10	DTU_2016_222_1_MG_XK-60,DTU_2017_327_1_MG_JP_JP,DTU_2017_521_1_MG_KR_DA_217,DTU_2017_547_1_MG_JP_JP_243,DTU_2017_576_1_MG_KR_GW_272,DTU_2018_821_1_MG_IS_RE_505,DTU_2018_832_1_MG_JP_HI_SB_516,DTU_2018_865_1_MG_KR_GW_549,DTU_2018_879_1_MG_JP_JP_564,DTU_2018_996_1_MG_EC1802_L41
blaOXA_373_1_HG931732.R	4	DTU_2017_402_1_MG_EC_GY,DTU_2018_680_1_MG_KR_DA_368,DTU_2018_692_1_MG_ME_PO_381,DTU_2018_757_1_MG_AU_ME_454
blaOXA_280_1_APPZ01000001.v2	1	DTU_2017_402_1_MG_EC_GY
blaOXA_280_1_APPZ01000001.v1	1	DTU_2016_221_1_MG_VNM-48
blaOXA_212_1_JN861780.v3	1	DTU_2018_906_1_MG_MZ_MA_591
